id,emotion,original_pred,ko_pred,changed,layer,act_type,knockout_type
B-admiration-d1-v1,admiration,admiration,admiration,false,0,m,zero
B-admiration-d1-v2,admiration,empathy,empathy,false,0,m,zero
B-admiration-d1-v3,admiration,admiration,admiration,false,0,m,zero
B-admiration-d1-v4,admiration,admiration,admiration,false,0,m,zero
B-admiration-d2-v1,admiration,guilt,guilt,false,0,m,zero
B-admiration-d2-v2,admiration,compassion,compassion,false,0,m,zero
B-admiration-d2-v3,admiration,guilt,guilt,false,0,m,zero
B-admiration-d2-v4,admiration,dedication,dedication,false,0,m,zero
B-admiration-d3-v1,admiration,pride,pride,false,0,m,zero
B-admiration-d3-v2,admiration,relief,relief,false,0,m,zero
B-admiration-d3-v3,admiration,determination,determination,false,0,m,zero
B-admiration-d3-v4,admiration,empathy,empathy,false,0,m,zero
B-amazement-d1-v1,amazement,awe,awe,false,0,m,zero
B-amazement-d1-v2,amazement,awe,awe,false,0,m,zero
B-amazement-d1-v3,amazement,awe,awe,false,0,m,zero
B-amazement-d1-v4,amazement,awe,awe,false,0,m,zero
B-amazement-d2-v1,amazement,relief,relief,false,0,m,zero
B-amazement-d2-v2,amazement,awe,awe,false,0,m,zero
B-amazement-d2-v3,amazement,relief,relief,false,0,m,zero
B-amazement-d2-v4,amazement,relief,relief,false,0,m,zero
B-amazement-d3-v1,amazement,surprise,surprise,false,0,m,zero
B-amazement-d3-v2,amazement,excitement,excitement,false,0,m,zero
B-amazement-d3-v3,amazement,relief,relief,false,0,m,zero
B-amazement-d3-v4,amazement,surprise,surprise,false,0,m,zero
B-ecstasy-d1-v1,ecstasy,relief,relief,false,0,m,zero
B-ecstasy-d1-v2,ecstasy,despair,despair,false,0,m,zero
B-ecstasy-d1-v3,ecstasy,el,el,false,0,m,zero
B-ecstasy-d1-v4,ecstasy,pride,pride,false,0,m,zero
B-ecstasy-d2-v1,ecstasy,a,relief,true,0,m,zero
B-ecstasy-d2-v2,ecstasy,relief,relief,false,0,m,zero
B-ecstasy-d2-v3,ecstasy,nostalgia,nostalgia,false,0,m,zero
B-ecstasy-d2-v4,ecstasy,happiness,happiness,false,0,m,zero
B-ecstasy-d3-v1,ecstasy,excitement,excitement,false,0,m,zero
B-ecstasy-d3-v2,ecstasy,wonder,wonder,false,0,m,zero
B-ecstasy-d3-v3,ecstasy,excitement,excitement,false,0,m,zero
B-ecstasy-d3-v4,ecstasy,excitement,excitement,false,0,m,zero
B-grief-d1-v1,grief,grief,grief,false,0,m,zero
B-grief-d1-v2,grief,grief,grief,false,0,m,zero
B-grief-d1-v3,grief,grief,grief,false,0,m,zero
B-grief-d1-v4,grief,grief,grief,false,0,m,zero
B-grief-d2-v1,grief,despair,despair,false,0,m,zero
B-grief-d2-v2,grief,nostalgia,nostalgia,false,0,m,zero
B-grief-d2-v3,grief,melanch,melanch,false,0,m,zero
B-grief-d2-v4,grief,nostalgia,nostalgia,false,0,m,zero
B-grief-d3-v1,grief,anxiety,anxiety,false,0,m,zero
B-grief-d3-v2,grief,grief,grief,false,0,m,zero
B-grief-d3-v3,grief,melanch,sadness,true,0,m,zero
B-grief-d3-v4,grief,longing,longing,false,0,m,zero
B-loathing-d1-v1,loathing,disgust,disgust,false,0,m,zero
B-loathing-d1-v2,loathing,outrage,outrage,false,0,m,zero
B-loathing-d1-v3,loathing,outrage,outrage,false,0,m,zero
B-loathing-d1-v4,loathing,anger,anger,false,0,m,zero
B-loathing-d2-v1,loathing,disgust,disgust,false,0,m,zero
B-loathing-d2-v2,loathing,disgust,disgust,false,0,m,zero
B-loathing-d2-v3,loathing,disgust,disgust,false,0,m,zero
B-loathing-d2-v4,loathing,disgust,disgust,false,0,m,zero
B-loathing-d3-v1,loathing,shame,shame,false,0,m,zero
B-loathing-d3-v2,loathing,anger,anger,false,0,m,zero
B-loathing-d3-v3,loathing,embarrassment,embarrassment,false,0,m,zero
B-loathing-d3-v4,loathing,irony,anger,true,0,m,zero
B-rage-d1-v1,rage,anger,anger,false,0,m,zero
B-rage-d1-v2,rage,anger,anger,false,0,m,zero
B-rage-d1-v3,rage,anger,anger,false,0,m,zero
B-rage-d1-v4,rage,anger,anger,false,0,m,zero
B-rage-d2-v1,rage,relief,relief,false,0,m,zero
B-rage-d2-v2,rage,anger,anger,false,0,m,zero
B-rage-d2-v3,rage,anger,anger,false,0,m,zero
B-rage-d2-v4,rage,shock,shock,false,0,m,zero
B-rage-d3-v1,rage,shock,shock,false,0,m,zero
B-rage-d3-v2,rage,anger,anger,false,0,m,zero
B-rage-d3-v3,rage,anger,anger,false,0,m,zero
B-rage-d3-v4,rage,fear,fear,false,0,m,zero
B-terror-d1-v1,terror,fear,fear,false,0,m,zero
B-terror-d1-v2,terror,suspicion,suspicion,false,0,m,zero
B-terror-d1-v3,terror,fear,fear,false,0,m,zero
B-terror-d1-v4,terror,anxiety,anxiety,false,0,m,zero
B-terror-d2-v1,terror,anxiety,anxiety,false,0,m,zero
B-terror-d2-v2,terror,anxiety,anxiety,false,0,m,zero
B-terror-d2-v3,terror,anxiety,anxiety,false,0,m,zero
B-terror-d2-v4,terror,fear,fear,false,0,m,zero
B-terror-d3-v1,terror,fear,fear,false,0,m,zero
B-terror-d3-v2,terror,anxiety,anxiety,false,0,m,zero
B-terror-d3-v3,terror,fear,fear,false,0,m,zero
B-terror-d3-v4,terror,fear,fear,false,0,m,zero
B-vigilance-d1-v1,vigilance,concern,concern,false,0,m,zero
B-vigilance-d1-v2,vigilance,anxiety,anxiety,false,0,m,zero
B-vigilance-d1-v3,vigilance,anxiety,anxiety,false,0,m,zero
B-vigilance-d1-v4,vigilance,concern,concern,false,0,m,zero
B-vigilance-d2-v1,vigilance,anxiety,focus,true,0,m,zero
B-vigilance-d2-v2,vigilance,anticipation,anticipation,false,0,m,zero
B-vigilance-d2-v3,vigilance,focus,focus,false,0,m,zero
B-vigilance-d2-v4,vigilance,focus,focus,false,0,m,zero
B-vigilance-d3-v1,vigilance,focus,focus,false,0,m,zero
B-vigilance-d3-v2,vigilance,focus,focus,false,0,m,zero
B-vigilance-d3-v3,vigilance,concern,concern,false,0,m,zero
B-vigilance-d3-v4,vigilance,alert,alert,false,0,m,zero
B-admiration-d1-v1,admiration,admiration,admiration,false,1,m,zero
B-admiration-d1-v2,admiration,empathy,gratitude,true,1,m,zero
B-admiration-d1-v3,admiration,admiration,admiration,false,1,m,zero
B-admiration-d1-v4,admiration,admiration,admiration,false,1,m,zero
B-admiration-d2-v1,admiration,guilt,guilt,false,1,m,zero
B-admiration-d2-v2,admiration,compassion,compassion,false,1,m,zero
B-admiration-d2-v3,admiration,guilt,guilt,false,1,m,zero
B-admiration-d2-v4,admiration,dedication,dedication,false,1,m,zero
B-admiration-d3-v1,admiration,pride,pride,false,1,m,zero
B-admiration-d3-v2,admiration,relief,relief,false,1,m,zero
B-admiration-d3-v3,admiration,determination,determination,false,1,m,zero
B-admiration-d3-v4,admiration,empathy,empathy,false,1,m,zero
B-amazement-d1-v1,amazement,awe,awe,false,1,m,zero
B-amazement-d1-v2,amazement,awe,awe,false,1,m,zero
B-amazement-d1-v3,amazement,awe,awe,false,1,m,zero
B-amazement-d1-v4,amazement,awe,awe,false,1,m,zero
B-amazement-d2-v1,amazement,relief,relief,false,1,m,zero
B-amazement-d2-v2,amazement,awe,awe,false,1,m,zero
B-amazement-d2-v3,amazement,relief,relief,false,1,m,zero
B-amazement-d2-v4,amazement,relief,relief,false,1,m,zero
B-amazement-d3-v1,amazement,surprise,surprise,false,1,m,zero
B-amazement-d3-v2,amazement,excitement,excitement,false,1,m,zero
B-amazement-d3-v3,amazement,relief,relief,false,1,m,zero
B-amazement-d3-v4,amazement,surprise,surprise,false,1,m,zero
B-ecstasy-d1-v1,ecstasy,relief,relief,false,1,m,zero
B-ecstasy-d1-v2,ecstasy,despair,despair,false,1,m,zero
B-ecstasy-d1-v3,ecstasy,el,el,false,1,m,zero
B-ecstasy-d1-v4,ecstasy,pride,pride,false,1,m,zero
B-ecstasy-d2-v1,ecstasy,a,relief,true,1,m,zero
B-ecstasy-d2-v2,ecstasy,relief,relief,false,1,m,zero
B-ecstasy-d2-v3,ecstasy,nostalgia,nostalgia,false,1,m,zero
B-ecstasy-d2-v4,ecstasy,happiness,happiness,false,1,m,zero
B-ecstasy-d3-v1,ecstasy,excitement,excitement,false,1,m,zero
B-ecstasy-d3-v2,ecstasy,wonder,wonder,false,1,m,zero
B-ecstasy-d3-v3,ecstasy,excitement,excitement,false,1,m,zero
B-ecstasy-d3-v4,ecstasy,excitement,excitement,false,1,m,zero
B-grief-d1-v1,grief,grief,grief,false,1,m,zero
B-grief-d1-v2,grief,grief,grief,false,1,m,zero
B-grief-d1-v3,grief,grief,grief,false,1,m,zero
B-grief-d1-v4,grief,grief,grief,false,1,m,zero
B-grief-d2-v1,grief,despair,despair,false,1,m,zero
B-grief-d2-v2,grief,nostalgia,nostalgia,false,1,m,zero
B-grief-d2-v3,grief,melanch,melanch,false,1,m,zero
B-grief-d2-v4,grief,nostalgia,nostalgia,false,1,m,zero
B-grief-d3-v1,grief,anxiety,anxiety,false,1,m,zero
B-grief-d3-v2,grief,grief,grief,false,1,m,zero
B-grief-d3-v3,grief,melanch,sadness,true,1,m,zero
B-grief-d3-v4,grief,longing,longing,false,1,m,zero
B-loathing-d1-v1,loathing,disgust,disgust,false,1,m,zero
B-loathing-d1-v2,loathing,outrage,outrage,false,1,m,zero
B-loathing-d1-v3,loathing,outrage,outrage,false,1,m,zero
B-loathing-d1-v4,loathing,anger,anger,false,1,m,zero
B-loathing-d2-v1,loathing,disgust,disgust,false,1,m,zero
B-loathing-d2-v2,loathing,disgust,disgust,false,1,m,zero
B-loathing-d2-v3,loathing,disgust,disgust,false,1,m,zero
B-loathing-d2-v4,loathing,disgust,disgust,false,1,m,zero
B-loathing-d3-v1,loathing,shame,shame,false,1,m,zero
B-loathing-d3-v2,loathing,anger,anger,false,1,m,zero
B-loathing-d3-v3,loathing,embarrassment,embarrassment,false,1,m,zero
B-loathing-d3-v4,loathing,irony,irony,false,1,m,zero
B-rage-d1-v1,rage,anger,anger,false,1,m,zero
B-rage-d1-v2,rage,anger,anger,false,1,m,zero
B-rage-d1-v3,rage,anger,anger,false,1,m,zero
B-rage-d1-v4,rage,anger,anger,false,1,m,zero
B-rage-d2-v1,rage,relief,relief,false,1,m,zero
B-rage-d2-v2,rage,anger,anger,false,1,m,zero
B-rage-d2-v3,rage,anger,anger,false,1,m,zero
B-rage-d2-v4,rage,shock,shock,false,1,m,zero
B-rage-d3-v1,rage,shock,shock,false,1,m,zero
B-rage-d3-v2,rage,anger,anger,false,1,m,zero
B-rage-d3-v3,rage,anger,anger,false,1,m,zero
B-rage-d3-v4,rage,fear,fear,false,1,m,zero
