id,emotion,original_pred,ko_pred,changed,layer,act_type,knockout_type
A-admiration-01,admiration,surprise,surprise,false,0,a,random
A-admiration-02,admiration,relief,relief,false,0,a,random
A-admiration-03,admiration,relief,relief,false,0,a,random
A-admiration-04,admiration,gratitude,gratitude,false,0,a,random
A-admiration-05,admiration,relief,relief,false,0,a,random
A-admiration-06,admiration,relief,relief,false,0,a,random
A-admiration-07,admiration,relief,relief,false,0,a,random
A-admiration-08,admiration,trust,trust,false,0,a,random
A-admiration-09,admiration,shock,shock,false,0,a,random
A-admiration-10,admiration,relief,relief,false,0,a,random
A-amazement-01,amazement,gratitude,surprise,true,0,a,random
A-amazement-02,amazement,surprise,surprise,false,0,a,random
A-amazement-03,amazement,surprise,surprise,false,0,a,random
A-amazement-04,amazement,surprise,surprise,false,0,a,random
A-amazement-05,amazement,surprise,surprise,false,0,a,random
A-amazement-06,amazement,surprise,fear,true,0,a,random
A-amazement-07,amazement,surprise,surprise,false,0,a,random
A-amazement-08,amazement,happiness,happiness,false,0,a,random
A-amazement-09,amazement,surprise,surprise,false,0,a,random
A-amazement-10,amazement,relief,relief,false,0,a,random
A-ecstasy-01,ecstasy,relief,relief,false,0,a,random
A-ecstasy-02,ecstasy,relief,relief,false,0,a,random
A-ecstasy-03,ecstasy,relief,relief,false,0,a,random
A-ecstasy-04,ecstasy,joy,joy,false,0,a,random
A-ecstasy-05,ecstasy,joy,joy,false,0,a,random
A-ecstasy-06,ecstasy,joy,joy,false,0,a,random
A-ecstasy-07,ecstasy,joy,joy,false,0,a,random
A-ecstasy-08,ecstasy,happiness,happiness,false,0,a,random
A-ecstasy-09,ecstasy,wonder,wonder,false,0,a,random
A-ecstasy-10,ecstasy,joy,joy,false,0,a,random
A-grief-01,grief,shame,shame,false,0,a,random
A-grief-02,grief,anger,anger,false,0,a,random
A-grief-03,grief,grief,grief,false,0,a,random
A-grief-04,grief,sadness,sadness,false,0,a,random
A-grief-05,grief,sadness,sadness,false,0,a,random
A-grief-06,grief,concern,concern,false,0,a,random
A-grief-07,grief,grief,grief,false,0,a,random
A-grief-08,grief,sadness,sadness,false,0,a,random
A-grief-09,grief,sadness,sadness,false,0,a,random
A-grief-10,grief,longing,longing,false,0,a,random
A-loathing-01,loathing,disgust,disgust,false,0,a,random
