id,emotion,original_pred,ko_pred,changed,layer,act_type,knockout_type
B-admiration-d1-v1,admiration,pride,pride,false,0,m,random
B-admiration-d1-v2,admiration,empathy,empathy,false,0,m,random
B-admiration-d1-v3,admiration,nostalgia,nostalgia,false,0,m,random
B-admiration-d1-v4,admiration,calm,calm,false,0,m,random
B-admiration-d2-v1,admiration,guilt,guilt,false,0,m,random
B-admiration-d2-v2,admiration,sadness,sadness,false,0,m,random
B-admiration-d2-v3,admiration,guilt,none,true,0,m,random
B-admiration-d2-v4,admiration,regret,regret,false,0,m,random
B-admiration-d3-v1,admiration,pride,pride,false,0,m,random
B-admiration-d3-v2,admiration,disappointment,disappointment,false,0,m,random
B-admiration-d3-v3,admiration,disappointment,frustration,true,0,m,random
B-admiration-d3-v4,admiration,curiosity,curiosity,false,0,m,random
B-amazement-d1-v1,amazement,awe,awe,false,0,m,random
B-amazement-d1-v2,amazement,surprise,surprise,false,0,m,random
B-amazement-d1-v3,amazement,wonder,wonder,false,0,m,random
B-amazement-d1-v4,amazement,relief,calm,true,0,m,random
B-amazement-d2-v1,amazement,relief,relief,false,0,m,random
B-amazement-d2-v2,amazement,awe,awe,false,0,m,random
B-amazement-d2-v3,amazement,relief,relief,false,0,m,random
B-amazement-d2-v4,amazement,relief,relief,false,0,m,random
B-amazement-d3-v1,amazement,understanding,understanding,false,0,m,random
B-amazement-d3-v2,amazement,curiosity,curiosity,false,0,m,random
B-amazement-d3-v3,amazement,confusion,surprise,true,0,m,random
B-amazement-d3-v4,amazement,polit,polite,true,0,m,random
B-ecstasy-d1-v1,ecstasy,grief,grief,false,0,m,random
B-ecstasy-d1-v2,ecstasy,sadness,sadness,false,0,m,random
B-ecstasy-d1-v3,ecstasy,frustration,frustration,false,0,m,random
B-ecstasy-d1-v4,ecstasy,pride,regret,true,0,m,random
B-ecstasy-d2-v1,ecstasy,nostalgia,nostalgia,false,0,m,random
B-ecstasy-d2-v2,ecstasy,anxiety,anxiety,false,0,m,random
B-ecstasy-d2-v3,ecstasy,nostalgia,nostalgia,false,0,m,random
B-ecstasy-d2-v4,ecstasy,curiosity,curiosity,false,0,m,random
B-ecstasy-d3-v1,ecstasy,surprise,surprise,false,0,m,random
B-ecstasy-d3-v2,ecstasy,wonder,wonder,false,0,m,random
B-ecstasy-d3-v3,ecstasy,confusion,confusion,false,0,m,random
B-ecstasy-d3-v4,ecstasy,curiosity,curiosity,false,0,m,random
B-grief-d1-v1,grief,nostalgia,nostalgia,false,0,m,random
B-grief-d1-v2,grief,indifference,indifference,false,0,m,random
B-grief-d1-v3,grief,sadness,sadness,false,0,m,random
B-grief-d1-v4,grief,grief,grief,false,0,m,random
B-grief-d2-v1,grief,sadness,sadness,false,0,m,random
B-grief-d2-v2,grief,nostalgia,nostalgia,false,0,m,random
B-grief-d2-v3,grief,nostalgia,nostalgia,false,0,m,random
B-grief-d2-v4,grief,nostalgia,nostalgia,false,0,m,random
B-grief-d3-v1,grief,sadness,sadness,false,0,m,random
B-grief-d3-v2,grief,sadness,sadness,false,0,m,random
B-grief-d3-v3,grief,nostalgia,nostalgia,false,0,m,random
B-grief-d3-v4,grief,sadness,sadness,false,0,m,random
B-loathing-d1-v1,loathing,satisfaction,indifference,true,0,m,random
B-loathing-d1-v2,loathing,relief,curiosity,true,0,m,random
B-loathing-d1-v3,loathing,surprise,surprise,false,0,m,random
B-loathing-d1-v4,loathing,pride,pride,false,0,m,random
B-loathing-d2-v1,loathing,fear,fear,false,0,m,random
B-loathing-d2-v2,loathing,confusion,curiosity,true,0,m,random
B-loathing-d2-v3,loathing,concern,curiosity,true,0,m,random
B-loathing-d2-v4,loathing,guilt,guilt,false,0,m,random
B-loathing-d3-v1,loathing,anger,anger,false,0,m,random
B-loathing-d3-v2,loathing,anger,anger,false,0,m,random
B-loathing-d3-v3,loathing,anger,none,true,0,m,random
B-loathing-d3-v4,loathing,anger,anger,false,0,m,random
B-rage-d1-v1,rage,anger,anger,false,0,m,random
B-rage-d1-v2,rage,satisfaction,satisfaction,false,0,m,random
B-rage-d1-v3,rage,anger,worry,true,0,m,random
B-rage-d1-v4,rage,guilt,guilt,false,0,m,random
B-rage-d2-v1,rage,relief,none,true,0,m,random
B-rage-d2-v2,rage,anger,anger,false,0,m,random
B-rage-d2-v3,rage,frustration,frustration,false,0,m,random
B-rage-d2-v4,rage,concern,concern,false,0,m,random
B-rage-d3-v1,rage,guilt,guilt,false,0,m,random
B-rage-d3-v2,rage,fear,fear,false,0,m,random
B-rage-d3-v3,rage,indifference,none,true,0,m,random
B-rage-d3-v4,rage,anger,anger,false,0,m,random
B-terror-d1-v1,terror,surprise,surprise,false,0,m,random
B-terror-d1-v2,terror,confusion,confusion,false,0,m,random
B-terror-d1-v3,terror,fear,fear,false,0,m,random
B-terror-d1-v4,terror,fear,fear,false,0,m,random
B-terror-d2-v1,terror,sadness,indifference,true,0,m,random
B-terror-d2-v2,terror,anxiety,surprise,true,0,m,random
B-terror-d2-v3,terror,anxiety,anxiety,false,0,m,random
B-terror-d2-v4,terror,fear,fear,false,0,m,random
B-terror-d3-v1,terror,fear,fear,false,0,m,random
B-terror-d3-v2,terror,fear,none,true,0,m,random
B-terror-d3-v3,terror,fear,fear,false,0,m,random
B-terror-d3-v4,terror,curiosity,curiosity,false,0,m,random
B-vigilance-d1-v1,vigilance,surprise,surprise,false,0,m,random
B-vigilance-d1-v2,vigilance,fear,surprise,true,0,m,random
B-vigilance-d1-v3,vigilance,anxiety,anxiety,false,0,m,random
B-vigilance-d1-v4,vigilance,relief,surprise,true,0,m,random
B-vigilance-d2-v1,vigilance,anxiety,anxiety,false,0,m,random
B-vigilance-d2-v2,vigilance,anticipation,anticipation,false,0,m,random
B-vigilance-d2-v3,vigilance,excitement,none,true,0,m,random
B-vigilance-d2-v4,vigilance,indifference,indifference,false,0,m,random
B-vigilance-d3-v1,vigilance,calm,curiosity,true,0,m,random
B-vigilance-d3-v2,vigilance,anxiety,anxiety,false,0,m,random
B-vigilance-d3-v3,vigilance,fear,surprise,true,0,m,random
B-vigilance-d3-v4,vigilance,curiosity,curiosity,false,0,m,random
B-admiration-d1-v1,admiration,pride,curiosity,true,1,m,random
B-admiration-d1-v2,admiration,empathy,recognition,true,1,m,random
B-admiration-d1-v3,admiration,nostalgia,nostalgia,false,1,m,random
B-admiration-d1-v4,admiration,calm,precision,true,1,m,random
B-admiration-d2-v1,admiration,guilt,regret,true,1,m,random
B-admiration-d2-v2,admiration,sadness,nostalgia,true,1,m,random
B-admiration-d2-v3,admiration,guilt,guilt,false,1,m,random
B-admiration-d2-v4,admiration,regret,regret,false,1,m,random
B-admiration-d3-v1,admiration,pride,none,true,1,m,random
B-admiration-d3-v2,admiration,disappointment,disappointment,false,1,m,random
B-admiration-d3-v3,admiration,disappointment,pride,true,1,m,random
B-admiration-d3-v4,admiration,curiosity,curiosity,false,1,m,random
B-amazement-d1-v1,amazement,awe,wonder,true,1,m,random
B-amazement-d1-v2,amazement,surprise,surprise,false,1,m,random
B-amazement-d1-v3,amazement,wonder,wonder,false,1,m,random
B-amazement-d1-v4,amazement,relief,calm,true,1,m,random
B-amazement-d2-v1,amazement,relief,relief,false,1,m,random
B-amazement-d2-v2,amazement,awe,awe,false,1,m,random
B-amazement-d2-v3,amazement,relief,relief,false,1,m,random
B-amazement-d2-v4,amazement,relief,relief,false,1,m,random
B-amazement-d3-v1,amazement,understanding,understanding,false,1,m,random
B-amazement-d3-v2,amazement,curiosity,curiosity,false,1,m,random
B-amazement-d3-v3,amazement,confusion,confusion,false,1,m,random
B-amazement-d3-v4,amazement,polit,curiosity,true,1,m,random
B-ecstasy-d1-v1,ecstasy,grief,grief,false,1,m,random
B-ecstasy-d1-v2,ecstasy,sadness,confusion,true,1,m,random
B-ecstasy-d1-v3,ecstasy,frustration,frustration,false,1,m,random
B-ecstasy-d1-v4,ecstasy,pride,none,true,1,m,random
B-ecstasy-d2-v1,ecstasy,nostalgia,nostalgia,false,1,m,random
B-ecstasy-d2-v2,ecstasy,anxiety,anxiety,false,1,m,random
B-ecstasy-d2-v3,ecstasy,nostalgia,nostalgia,false,1,m,random
B-ecstasy-d2-v4,ecstasy,curiosity,curiosity,false,1,m,random
B-ecstasy-d3-v1,ecstasy,surprise,joy,true,1,m,random
B-ecstasy-d3-v2,ecstasy,wonder,wonder,false,1,m,random
B-ecstasy-d3-v3,ecstasy,confusion,confusion,false,1,m,random
B-ecstasy-d3-v4,ecstasy,curiosity,curiosity,false,1,m,random
B-grief-d1-v1,grief,nostalgia,nostalgia,false,1,m,random
B-grief-d1-v2,grief,indifference,indifference,false,1,m,random
B-grief-d1-v3,grief,sadness,sadness,false,1,m,random
B-grief-d1-v4,grief,grief,grief,false,1,m,random
B-grief-d2-v1,grief,sadness,sadness,false,1,m,random
B-grief-d2-v2,grief,nostalgia,anxiety,true,1,m,random
B-grief-d2-v3,grief,nostalgia,none,true,1,m,random
B-grief-d2-v4,grief,nostalgia,nostalgia,false,1,m,random
B-grief-d3-v1,grief,sadness,sadness,false,1,m,random
B-grief-d3-v2,grief,sadness,guilt,true,1,m,random
B-grief-d3-v3,grief,nostalgia,nostalgia,false,1,m,random
B-grief-d3-v4,grief,sadness,nostalgia,true,1,m,random
B-loathing-d1-v1,loathing,satisfaction,None,true,1,m,random
B-loathing-d1-v2,loathing,relief,none,true,1,m,random
B-loathing-d1-v3,loathing,surprise,none,true,1,m,random
B-loathing-d1-v4,loathing,pride,pride,false,1,m,random
B-loathing-d2-v1,loathing,fear,fear,false,1,m,random
B-loathing-d2-v2,loathing,confusion,curiosity,true,1,m,random
B-loathing-d2-v3,loathing,concern,curiosity,true,1,m,random
B-loathing-d2-v4,loathing,guilt,anxiety,true,1,m,random
B-loathing-d3-v1,loathing,anger,guilt,true,1,m,random
B-loathing-d3-v2,loathing,anger,anger,false,1,m,random
B-loathing-d3-v3,loathing,anger,anger,false,1,m,random
B-loathing-d3-v4,loathing,anger,none,true,1,m,random
B-rage-d1-v1,rage,anger,anger,false,1,m,random
B-rage-d1-v2,rage,satisfaction,none,true,1,m,random
B-rage-d1-v3,rage,anger,greed,true,1,m,random
B-rage-d1-v4,rage,guilt,guilt,false,1,m,random
B-rage-d2-v1,rage,relief,none,true,1,m,random
B-rage-d2-v2,rage,anger,none,true,1,m,random
