id,emotion,original_pred,ko_pred,changed,layer,act_type,knockout_type
A-admiration-01,admiration,happiness,love,true,0,m,random
A-admiration-02,admiration,trust,trust,false,0,m,random
A-admiration-03,admiration,trust,trust,false,0,m,random
A-admiration-04,admiration,trust,trust,false,0,m,random
A-admiration-05,admiration,relief,relief,false,0,m,random
A-admiration-06,admiration,trust,trust,false,0,m,random
A-admiration-07,admiration,relief,relief,false,0,m,random
A-admiration-08,admiration,trust,trust,false,0,m,random
A-admiration-09,admiration,anger,anger,false,0,m,random
A-admiration-10,admiration,fear,fear,false,0,m,random
A-amazement-01,amazement,surprise,surprise,false,0,m,random
A-amazement-02,amazement,surprise,surprise,false,0,m,random
A-amazement-03,amazement,joy,joy,false,0,m,random
A-amazement-04,amazement,surprise,surprise,false,0,m,random
A-amazement-05,amazement,surprise,surprise,false,0,m,random
A-amazement-06,amazement,fear,fear,false,0,m,random
A-amazement-07,amazement,surprise,surprise,false,0,m,random
A-amazement-08,amazement,joy,joy,false,0,m,random
A-amazement-09,amazement,surprise,surprise,false,0,m,random
A-amazement-10,amazement,disappointment,disappointment,false,0,m,random
A-ecstasy-01,ecstasy,joy,joy,false,0,m,random
A-ecstasy-02,ecstasy,joy,joy,false,0,m,random
A-ecstasy-03,ecstasy,happiness,happiness,false,0,m,random
A-ecstasy-04,ecstasy,joy,joy,false,0,m,random
A-ecstasy-05,ecstasy,joy,relief,true,0,m,random
A-ecstasy-06,ecstasy,joy,joy,false,0,m,random
A-ecstasy-07,ecstasy,joy,joy,false,0,m,random
A-ecstasy-08,ecstasy,joy,joy,false,0,m,random
A-ecstasy-09,ecstasy,excitement,excitement,false,0,m,random
A-ecstasy-10,ecstasy,joy,joy,false,0,m,random
A-grief-01,grief,sadness,sadness,false,0,m,random
A-grief-02,grief,anger,anger,false,0,m,random
A-grief-03,grief,grief,grief,false,0,m,random
A-grief-04,grief,sadness,sadness,false,0,m,random
A-grief-05,grief,sadness,sadness,false,0,m,random
A-grief-06,grief,sadness,sadness,false,0,m,random
