auroc_mean,auroc_std,acc_mean,acc_std,layer
0.9810249307479225,0.011819526189582607,0.9376518218623481,0.026107693087588667,0
0.9876731301939058,0.011694869630545163,0.9376518218623483,0.044995365249799024,1
0.9967313019390582,0.002015889794865374,0.9635627530364372,0.012681252319388433,2
0.9978393351800554,0.002647712608387474,0.963697705802969,0.02065438755164266,3
0.9983379501385041,0.0022160664819944388,0.9738191632928475,0.02353910511245902,4
0.9989196675900278,0.001323856304193711,0.9843454790823213,0.012784237336345516,5
1.0,0.0,0.9948717948717949,0.010256410256410265,6
1.0,0.0,0.9948717948717949,0.010256410256410265,7
1.0,0.0,0.9947368421052631,0.010526315789473672,8
1.0,0.0,0.9947368421052631,0.010526315789473672,9
1.0,0.0,1.0,0.0,10
1.0,0.0,0.9894736842105264,0.02105263157894739,11
0.998365650969529,0.0022028692910881762,0.9739541160593792,0.03307747092225439,12
0.9978393351800555,0.002647712608387474,0.9739541160593792,0.03307747092225439,13
0.9978393351800555,0.002647712608387474,0.9688259109311741,0.038185671651988974,14
0.9978393351800555,0.002647712608387474,0.9688259109311741,0.038185671651988974,15
