auroc_mean,auroc_std,acc_mean,acc_std,layer
0.9783102493074793,0.01817638951526969,0.9168690958164643,0.03810689540331654,0
0.9847368421052632,0.010387035982121571,0.911336032388664,0.0459267879642975,1
0.9956786703601109,0.004339757568435706,0.9480431848852902,0.02846831728708365,2
0.9989196675900278,0.001323856304193711,0.9635627530364372,0.012681252319388431,3
0.9994736842105263,0.0010526315789473274,0.9948717948717949,0.010256410256410265,4
1.0,0.0,0.989608636977058,0.012728557217329656,5
1.0,0.0,0.9948717948717949,0.010256410256410265,6
1.0,0.0,0.9897435897435898,0.012561485860426564,7
1.0,0.0,0.9897435897435898,0.012561485860426564,8
1.0,0.0,0.9948717948717949,0.010256410256410265,9
1.0,0.0,0.9948717948717949,0.010256410256410265,10
1.0,0.0,0.989608636977058,0.012728557217329656,11
1.0,0.0,0.9948717948717949,0.010256410256410265,12
1.0,0.0,0.9948717948717949,0.010256410256410265,13
1.0,0.0,0.9843454790823213,0.020986782376565476,14
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,15
0.998365650969529,0.0022028692910881762,0.989608636977058,0.012728557217329656,16
0.9978393351800555,0.002647712608387448,0.989608636977058,0.012728557217329656,17
0.9983933518005541,0.002119792406615919,0.989608636977058,0.012728557217329656,18
0.9978670360110804,0.0030741682878681286,0.9843454790823213,0.012784237336345516,19
0.9962880886426593,0.006133341829627919,0.9843454790823213,0.012784237336345516,20
0.9946814404432132,0.008154401991345843,0.9843454790823213,0.012784237336345516,21
0.9952077562326871,0.007144237118230585,0.9843454790823213,0.012784237336345516,22
0.9946814404432132,0.008154401991345843,0.9843454790823213,0.012784237336345516,23
0.9946814404432132,0.008154401991345843,0.9843454790823213,0.012784237336345516,24
0.9946814404432132,0.008154401991345843,0.9790823211875843,0.019658685813365894,25
0.9946814404432132,0.008154401991345843,0.9843454790823213,0.012784237336345516,26
0.995235457063712,0.008214405758604146,0.9843454790823213,0.012784237336345516,27
0.995235457063712,0.008214405758604146,0.9843454790823213,0.012784237336345516,28
0.995235457063712,0.008214405758604146,0.9843454790823213,0.012784237336345516,29
0.9957894736842106,0.008421052631578932,0.9843454790823213,0.012784237336345516,30
0.9963157894736842,0.007368421052631556,0.9790823211875843,0.019658685813365894,31
