auroc_mean,auroc_std,acc_mean,acc_std,layer
0.975595567867036,0.01994582944799963,0.9218623481781376,0.04693640923175901,0
0.9913296398891968,0.008423785822668516,0.9480431848852902,0.032548525859825754,1
0.9978947368421054,0.004210526315789487,0.9531713900134953,0.010274151854615027,2
1.0,0.0,0.9843454790823213,0.012784237336345516,3
1.0,0.0,0.989608636977058,0.012728557217329656,4
1.0,0.0,0.989608636977058,0.012728557217329656,5
1.0,0.0,0.989608636977058,0.012728557217329656,6
1.0,0.0,0.9897435897435898,0.012561485860426564,7
1.0,0.0,0.9948717948717949,0.010256410256410265,8
1.0,0.0,0.9897435897435898,0.012561485860426564,9
1.0,0.0,0.9948717948717949,0.010256410256410265,10
1.0,0.0,0.9897435897435898,0.012561485860426564,11
0.9994736842105263,0.0010526315789473274,0.9897435897435898,0.012561485860426564,12
1.0,0.0,0.9844804318488528,0.012674069508095975,13
0.9988919667590028,0.0022160664819944388,0.9844804318488528,0.012674069508095975,14
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,15
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,16
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,17
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,18
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,19
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,20
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,21
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,22
0.9978670360110804,0.0030741682878681286,0.9843454790823213,0.020986782376565476,23
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,24
0.998365650969529,0.0022028692910881762,0.989608636977058,0.012728557217329656,25
0.998365650969529,0.0022028692910881762,0.989608636977058,0.012728557217329656,26
0.998365650969529,0.0022028692910881762,0.989608636977058,0.012728557217329656,27
0.9978393351800555,0.002647712608387448,0.989608636977058,0.012728557217329656,28
0.9983933518005541,0.002119792406615919,0.989608636977058,0.012728557217329656,29
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,30
0.9989196675900278,0.001323856304193711,0.989608636977058,0.012728557217329656,31
