auroc_mean,auroc_std,acc_mean,acc_std,layer
0.9787534626038781,0.01055310776144993,0.906072874493927,0.048936709080095515,0
0.9940443213296399,0.006249592339434041,0.9686909581646423,0.01976770140199792,1
0.9935180055401661,0.007943137825162478,0.9530364372469634,0.019772307432631527,2
0.9962049861495845,0.0036619618547724534,0.9531713900134953,0.030373667793004475,3
0.9989473684210527,0.0021052631578947433,0.9739541160593792,0.0003305654173796221,4
1.0,0.0,1.0,0.0,5
1.0,0.0,1.0,0.0,6
1.0,0.0,0.9947368421052631,0.010526315789473672,7
1.0,0.0,0.9948717948717949,0.010256410256410265,8
1.0,0.0,0.989608636977058,0.012728557217329656,9
1.0,0.0,0.989608636977058,0.012728557217329656,10
0.9989196675900278,0.001323856304193737,0.9844804318488528,0.012674069508095975,11
0.9994459833795014,0.0011080332409972194,0.989608636977058,0.012728557217329656,12
1.0,0.0,0.989608636977058,0.012728557217329656,13
1.0,0.0,0.989608636977058,0.012728557217329656,14
1.0,0.0,0.9844804318488528,0.012674069508095975,15
1.0,0.0,0.9897435897435898,0.012561485860426564,16
1.0,0.0,0.9897435897435898,0.012561485860426564,17
1.0,0.0,0.9897435897435898,0.012561485860426564,18
1.0,0.0,0.9948717948717949,0.010256410256410265,19
1.0,0.0,0.9948717948717949,0.010256410256410265,20
1.0,0.0,0.9948717948717949,0.010256410256410265,21
1.0,0.0,0.9948717948717949,0.010256410256410265,22
1.0,0.0,0.9948717948717949,0.010256410256410265,23
1.0,0.0,0.9948717948717949,0.010256410256410265,24
1.0,0.0,0.9948717948717949,0.010256410256410265,25
1.0,0.0,0.9948717948717949,0.010256410256410265,26
1.0,0.0,0.9948717948717949,0.010256410256410265,27
1.0,0.0,0.9948717948717949,0.010256410256410265,28
0.9994736842105263,0.0010526315789473274,0.989608636977058,0.012728557217329656,29
1.0,0.0,0.989608636977058,0.012728557217329656,30
0.9994736842105263,0.0010526315789473274,0.989608636977058,0.012728557217329656,31
0.9994736842105263,0.0010526315789473274,0.9792172739541162,0.019262823393522366,32
0.9994736842105263,0.0010526315789473274,0.9843454790823213,0.012784237336345516,33
0.9989196675900278,0.001323856304193711,0.9792172739541162,0.019262823393522366,34
0.9994736842105263,0.0010526315789473274,0.9792172739541162,0.019262823393522366,35
0.9989196675900278,0.001323856304193711,0.9792172739541162,0.019262823393522366,36
0.9989196675900278,0.001323856304193711,0.9792172739541162,0.019262823393522366,37
0.9994736842105263,0.0010526315789473274,0.9792172739541162,0.019262823393522366,38
0.9989473684210527,0.002105263157894699,0.9844804318488528,0.020581956084530506,39
0.9989473684210527,0.002105263157894699,0.9792172739541162,0.019262823393522366,40
0.9983933518005541,0.002119792406615919,0.9790823211875843,0.019658685813365894,41
