layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0625,llama1b_base,m,within_A,0.7321428571428571,0.04042582650954202,0.35,0.075
1,0.125,llama1b_base,m,within_A,0.7571428571428571,0.08205546593491451,0.3875,0.11456439237389598
2,0.1875,llama1b_base,m,within_A,0.8392857142857142,0.03735089404169981,0.45,0.12119199643540823
3,0.25,llama1b_base,m,within_A,0.9026785714285713,0.013061373962792677,0.575,0.09185586535436917
4,0.3125,llama1b_base,m,within_A,0.9035714285714285,0.03201860906614481,0.55,0.14469796128487783
5,0.375,llama1b_base,m,within_A,0.8821428571428571,0.020084324784289283,0.5125,0.10752906583803283
6,0.4375,llama1b_base,m,within_A,0.9607142857142857,0.02194322451329374,0.8125,0.06846531968814576
7,0.5,llama1b_base,m,within_A,0.96875,0.030670650066638667,0.8,0.11456439237389598
8,0.5625,llama1b_base,m,within_A,0.9866071428571429,0.010180137724099429,0.8,0.046770717334674264
9,0.625,llama1b_base,m,within_A,0.9910714285714286,0.013832083379312196,0.9125,0.0637377439199098
10,0.6875,llama1b_base,m,within_A,0.9982142857142857,0.002187044413199258,0.875,0.06846531968814576
11,0.75,llama1b_base,m,within_A,0.9991071428571429,0.0017857142857142794,0.9375,0.03952847075210474
12,0.8125,llama1b_base,m,within_A,0.9991071428571429,0.0017857142857142794,0.95,0.024999999999999998
13,0.875,llama1b_base,m,within_A,0.9991071428571429,0.0017857142857142794,0.9375,0.03952847075210474
14,0.9375,llama1b_base,m,within_A,1.0,0.0,0.9125,0.0637377439199098
15,1.0,llama1b_base,m,within_A,0.9982142857142857,0.0035714285714285587,0.925,0.06123724356957945
