layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0625,llama1b_inst,h,within_A,0.7848214285714287,0.0259389982970249,0.4375,0.08838834764831845
1,0.125,llama1b_inst,h,within_A,0.8205357142857143,0.047531541622164865,0.4,0.049999999999999996
2,0.1875,llama1b_inst,h,within_A,0.8383928571428572,0.022124128023864053,0.4875,0.024999999999999998
3,0.25,llama1b_inst,h,within_A,0.8732142857142857,0.03948811497767139,0.4875,0.046770717334674264
4,0.3125,llama1b_inst,h,within_A,0.8696428571428572,0.027865154525584364,0.525,0.08477912478906585
5,0.375,llama1b_inst,h,within_A,0.90625,0.02603103524484507,0.5875,0.049999999999999996
6,0.4375,llama1b_inst,h,within_A,0.925,0.023351244340396496,0.6125,0.12747548783981963
7,0.5,llama1b_inst,h,within_A,0.9419642857142858,0.032561754515732996,0.6625,0.1457737973711325
8,0.5625,llama1b_inst,h,within_A,0.9875,0.011777594605600815,0.8375,0.1159202311936963
9,0.625,llama1b_inst,h,within_A,0.9955357142857142,0.0056469243931578355,0.9,0.0637377439199098
10,0.6875,llama1b_inst,h,within_A,0.9964285714285716,0.0033407655239052927,0.9125,0.0637377439199098
11,0.75,llama1b_inst,h,within_A,0.9991071428571429,0.0017857142857142794,0.9125,0.0637377439199098
12,0.8125,llama1b_inst,h,within_A,0.9982142857142857,0.0021870444131992586,0.9,0.1015504800579495
13,0.875,llama1b_inst,h,within_A,0.9991071428571429,0.0017857142857142794,0.9125,0.09354143466934853
14,0.9375,llama1b_inst,h,within_A,0.9991071428571429,0.0017857142857142794,0.95,0.06123724356957945
15,1.0,llama1b_inst,h,within_A,0.9991071428571429,0.0017857142857142794,0.925,0.07288689868556626
