layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0625,llama1b_inst,h,within_B_clinical,0.8460069444444445,0.07089243057272812,0.45736842105263154,0.060569778445540234
1,0.125,llama1b_inst,h,within_B_clinical,0.9012663398692811,0.07009027978834709,0.6647368421052631,0.10588762139953363
2,0.1875,llama1b_inst,h,within_B_clinical,0.909313725490196,0.0736140622821582,0.6652631578947369,0.12497534382868068
3,0.25,llama1b_inst,h,within_B_clinical,0.9103962418300654,0.07371387905001081,0.6757894736842106,0.06536494608951592
4,0.3125,llama1b_inst,h,within_B_clinical,0.907843137254902,0.06757099181708923,0.6342105263157894,0.07824246709115004
5,0.375,llama1b_inst,h,within_B_clinical,0.9105698529411764,0.05426068026896338,0.6136842105263158,0.0819161114035525
6,0.4375,llama1b_inst,h,within_B_clinical,0.8935355392156863,0.04783043648971054,0.5931578947368421,0.04376973239219325
7,0.5,llama1b_inst,h,within_B_clinical,0.9031862745098038,0.03012703209551959,0.6452631578947369,0.027368421052631577
8,0.5625,llama1b_inst,h,within_B_clinical,0.9233864379084966,0.031186735777452342,0.6131578947368421,0.06842105263157894
9,0.625,llama1b_inst,h,within_B_clinical,0.9334558823529413,0.02364029034945664,0.6573684210526316,0.09762271203883433
10,0.6875,llama1b_inst,h,within_B_clinical,0.9314644607843137,0.022239059763115975,0.6563157894736842,0.05272623067944501
11,0.75,llama1b_inst,h,within_B_clinical,0.9305044934640524,0.02378158462356092,0.6563157894736842,0.05272623067944501
12,0.8125,llama1b_inst,h,within_B_clinical,0.9217422385620914,0.03077077387302367,0.6663157894736842,0.05526065157223867
13,0.875,llama1b_inst,h,within_B_clinical,0.9153288398692808,0.030456222365015235,0.6347368421052633,0.08378841575634695
14,0.9375,llama1b_inst,h,within_B_clinical,0.9061478758169933,0.03478006943630706,0.6447368421052632,0.0934117860489413
15,1.0,llama1b_inst,h,within_B_clinical,0.9088643790849673,0.0363692792701177,0.6457894736842105,0.09042221676843894
