layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0312,llama8b_base,h,within_A,0.8205357142857143,0.03936679943758677,0.4625,0.10897247358851683
1,0.0625,llama8b_base,h,within_A,0.8544642857142858,0.0445176816511354,0.55,0.09185586535436917
2,0.0938,llama8b_base,h,within_A,0.8607142857142858,0.02926066001459633,0.5375,0.09354143466934853
3,0.125,llama8b_base,h,within_A,0.8991071428571429,0.03061862178478972,0.5125,0.024999999999999998
4,0.1562,llama8b_base,h,within_A,0.9089285714285713,0.03815332253432411,0.55,0.10752906583803283
5,0.1875,llama8b_base,h,within_A,0.9080357142857143,0.03566961492042532,0.525,0.1159202311936963
6,0.2188,llama8b_base,h,within_A,0.91875,0.030592574462521106,0.5875,0.09354143466934853
7,0.25,llama8b_base,h,within_A,0.9053571428571429,0.05116624564962286,0.575,0.07288689868556625
8,0.2812,llama8b_base,h,within_A,0.9080357142857143,0.04505169932693884,0.5375,0.09354143466934853
9,0.3125,llama8b_base,h,within_A,0.9526785714285715,0.040583279204869704,0.7,0.15
10,0.3438,llama8b_base,h,within_A,0.9714285714285715,0.025348338511747122,0.8125,0.11858541225631422
11,0.375,llama8b_base,h,within_A,0.9642857142857142,0.03027825885323779,0.8125,0.08838834764831845
12,0.4062,llama8b_base,h,within_A,0.9839285714285714,0.025505101530510176,0.85,0.08477912478906585
13,0.4375,llama8b_base,h,within_A,0.9910714285714285,0.01785714285714284,0.8625,0.07288689868556626
14,0.4688,llama8b_base,h,within_A,0.9919642857142857,0.00953310558217078,0.875,0.07905694150420949
15,0.5,llama8b_base,h,within_A,0.9973214285714285,0.005357142857142838,0.925,0.07288689868556626
16,0.5312,llama8b_base,h,within_A,0.9982142857142857,0.0035714285714285587,0.95,0.046770717334674264
17,0.5625,llama8b_base,h,within_A,1.0,0.0,0.95,0.046770717334674264
18,0.5938,llama8b_base,h,within_A,1.0,0.0,0.9625,0.049999999999999996
19,0.625,llama8b_base,h,within_A,1.0,0.0,0.9625,0.049999999999999996
20,0.6562,llama8b_base,h,within_A,1.0,0.0,0.9625,0.049999999999999996
21,0.6875,llama8b_base,h,within_A,1.0,0.0,0.95,0.046770717334674264
22,0.7188,llama8b_base,h,within_A,1.0,0.0,0.9625,0.049999999999999996
23,0.75,llama8b_base,h,within_A,1.0,0.0,0.95,0.046770717334674264
24,0.7812,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
25,0.8125,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
26,0.8438,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
27,0.875,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
28,0.9062,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
29,0.9375,llama8b_base,h,within_A,1.0,0.0,0.95,0.04677071733467427
30,0.9688,llama8b_base,h,within_A,1.0,0.0,0.9375,0.03952847075210474
31,1.0,llama8b_base,h,within_A,1.0,0.0,0.925,0.024999999999999998
