layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
0,0.0625,llama1b_inst,h,A_to_B,0.5303819444444444,0.125,NaN
0,0.0625,llama1b_inst,h,B_to_A,0.5214285714285714,0.15,NaN
1,0.125,llama1b_inst,h,A_to_B,0.5372023809523809,0.10416666666666667,NaN
1,0.125,llama1b_inst,h,B_to_A,0.5233928571428571,0.125,NaN
2,0.1875,llama1b_inst,h,A_to_B,0.5706845238095237,0.13541666666666666,NaN
2,0.1875,llama1b_inst,h,B_to_A,0.5239285714285714,0.1375,NaN
3,0.25,llama1b_inst,h,A_to_B,0.566468253968254,0.16666666666666666,NaN
3,0.25,llama1b_inst,h,B_to_A,0.5196428571428571,0.15,NaN
4,0.3125,llama1b_inst,h,A_to_B,0.5405505952380952,0.1875,NaN
4,0.3125,llama1b_inst,h,B_to_A,0.5064285714285715,0.125,NaN
5,0.375,llama1b_inst,h,A_to_B,0.5665922619047619,0.14583333333333334,NaN
5,0.375,llama1b_inst,h,B_to_A,0.5166071428571428,0.125,NaN
6,0.4375,llama1b_inst,h,A_to_B,0.5509672619047619,0.13541666666666666,NaN
6,0.4375,llama1b_inst,h,B_to_A,0.48946428571428574,0.15,NaN
7,0.5,llama1b_inst,h,A_to_B,0.5906498015873016,0.14583333333333334,NaN
7,0.5,llama1b_inst,h,B_to_A,0.50125,0.15,NaN
8,0.5625,llama1b_inst,h,A_to_B,0.6789434523809524,0.2604166666666667,NaN
8,0.5625,llama1b_inst,h,B_to_A,0.5923214285714286,0.175,NaN
9,0.625,llama1b_inst,h,A_to_B,0.7517361111111112,0.3125,NaN
9,0.625,llama1b_inst,h,B_to_A,0.7278571428571429,0.225,NaN
10,0.6875,llama1b_inst,h,A_to_B,0.7735615079365079,0.34375,NaN
10,0.6875,llama1b_inst,h,B_to_A,0.7616071428571428,0.35,NaN
11,0.75,llama1b_inst,h,A_to_B,0.8049355158730158,0.375,NaN
11,0.75,llama1b_inst,h,B_to_A,0.8341071428571429,0.45,NaN
12,0.8125,llama1b_inst,h,A_to_B,0.8092757936507936,0.3645833333333333,NaN
12,0.8125,llama1b_inst,h,B_to_A,0.8676785714285714,0.4,NaN
13,0.875,llama1b_inst,h,A_to_B,0.8074156746031745,0.4270833333333333,NaN
13,0.875,llama1b_inst,h,B_to_A,0.9076785714285714,0.5375,NaN
14,0.9375,llama1b_inst,h,A_to_B,0.8048115079365079,0.4270833333333333,NaN
14,0.9375,llama1b_inst,h,B_to_A,0.906607142857143,0.525,NaN
15,1.0,llama1b_inst,h,A_to_B,0.8082837301587302,0.4583333333333333,NaN
15,1.0,llama1b_inst,h,B_to_A,0.9235714285714285,0.5875,NaN
