layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
0,0.0625,llama1b_inst,m,A_to_B,0.525421626984127,0.125,NaN
0,0.0625,llama1b_inst,m,B_to_A,0.5358928571428572,0.1375,NaN
1,0.125,llama1b_inst,m,A_to_B,0.5390625,0.125,NaN
1,0.125,llama1b_inst,m,B_to_A,0.5221428571428572,0.125,NaN
2,0.1875,llama1b_inst,m,A_to_B,0.5569196428571428,0.14583333333333334,NaN
2,0.1875,llama1b_inst,m,B_to_A,0.5107142857142857,0.1,NaN
3,0.25,llama1b_inst,m,A_to_B,0.5729166666666666,0.15625,NaN
3,0.25,llama1b_inst,m,B_to_A,0.5241071428571429,0.1625,NaN
4,0.3125,llama1b_inst,m,A_to_B,0.5558035714285714,0.1875,NaN
4,0.3125,llama1b_inst,m,B_to_A,0.5173214285714285,0.15,NaN
5,0.375,llama1b_inst,m,A_to_B,0.5787450396825397,0.13541666666666666,NaN
5,0.375,llama1b_inst,m,B_to_A,0.5244642857142857,0.1375,NaN
6,0.4375,llama1b_inst,m,A_to_B,0.5673363095238095,0.15625,NaN
6,0.4375,llama1b_inst,m,B_to_A,0.5233928571428572,0.1375,NaN
7,0.5,llama1b_inst,m,A_to_B,0.548611111111111,0.13541666666666666,NaN
7,0.5,llama1b_inst,m,B_to_A,0.4903571428571429,0.0875,NaN
8,0.5625,llama1b_inst,m,A_to_B,0.642609126984127,0.25,NaN
8,0.5625,llama1b_inst,m,B_to_A,0.5651785714285714,0.1625,NaN
9,0.625,llama1b_inst,m,A_to_B,0.7163938492063493,0.3229166666666667,NaN
9,0.625,llama1b_inst,m,B_to_A,0.6719642857142857,0.175,NaN
10,0.6875,llama1b_inst,m,A_to_B,0.7630208333333333,0.3541666666666667,NaN
10,0.6875,llama1b_inst,m,B_to_A,0.7410714285714286,0.3125,NaN
11,0.75,llama1b_inst,m,A_to_B,0.8014632936507937,0.40625,NaN
11,0.75,llama1b_inst,m,B_to_A,0.8007142857142857,0.3875,NaN
12,0.8125,llama1b_inst,m,A_to_B,0.8096478174603174,0.3541666666666667,NaN
12,0.8125,llama1b_inst,m,B_to_A,0.8894642857142858,0.4625,NaN
13,0.875,llama1b_inst,m,A_to_B,0.7963789682539683,0.3854166666666667,NaN
13,0.875,llama1b_inst,m,B_to_A,0.9069642857142857,0.5375,NaN
14,0.9375,llama1b_inst,m,A_to_B,0.7971230158730158,0.3541666666666667,NaN
14,0.9375,llama1b_inst,m,B_to_A,0.9030357142857143,0.525,NaN
15,1.0,llama1b_inst,m,A_to_B,0.8029513888888888,0.3854166666666667,NaN
15,1.0,llama1b_inst,m,B_to_A,0.8939285714285714,0.5,NaN
