layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0625,llama1b_inst,m,within_A,0.7910714285714285,0.03439528622188967,0.4375,0.03952847075210474
1,0.125,llama1b_inst,m,within_A,0.7767857142857143,0.05532833351724883,0.4125,0.08477912478906585
2,0.1875,llama1b_inst,m,within_A,0.8196428571428571,0.02161378292305394,0.475,0.08477912478906585
3,0.25,llama1b_inst,m,within_A,0.8982142857142857,0.032365301714985494,0.55,0.06123724356957946
4,0.3125,llama1b_inst,m,within_A,0.8830357142857143,0.019844741759725826,0.5625,0.10458250331675945
5,0.375,llama1b_inst,m,within_A,0.8973214285714285,0.022410536425019906,0.6,0.030618621784789725
6,0.4375,llama1b_inst,m,within_A,0.9383928571428571,0.028710598555024155,0.65,0.1286953767623375
7,0.5,llama1b_inst,m,within_A,0.9455357142857143,0.030330870984755405,0.675,0.07288689868556626
8,0.5625,llama1b_inst,m,within_A,0.9883928571428571,0.010412414097938003,0.8375,0.1159202311936963
9,0.625,llama1b_inst,m,within_A,0.9928571428571429,0.006055651770647563,0.8625,0.11456439237389601
10,0.6875,llama1b_inst,m,within_A,0.9973214285714287,0.0035714285714285587,0.925,0.046770717334674264
11,0.75,llama1b_inst,m,within_A,0.9991071428571429,0.0017857142857142794,0.9,0.0637377439199098
12,0.8125,llama1b_inst,m,within_A,0.9982142857142857,0.0035714285714285587,0.9,0.1015504800579495
13,0.875,llama1b_inst,m,within_A,0.9982142857142857,0.0035714285714285587,0.925,0.07288689868556626
14,0.9375,llama1b_inst,m,within_A,1.0,0.0,0.925,0.07288689868556626
15,1.0,llama1b_inst,m,within_A,0.9991071428571429,0.0017857142857142794,0.9375,0.05590169943749474
