layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
0,0.0312,llama8b_base,m,A_to_B,0.5793650793650794,0.125,NaN
0,0.0312,llama8b_base,m,B_to_A,0.5605357142857142,0.1375,NaN
1,0.0625,llama8b_base,m,A_to_B,0.5533234126984128,0.0625,NaN
1,0.0625,llama8b_base,m,B_to_A,0.5203571428571429,0.1125,NaN
2,0.0938,llama8b_base,m,A_to_B,0.5535714285714286,0.17708333333333334,NaN
2,0.0938,llama8b_base,m,B_to_A,0.5233928571428572,0.1375,NaN
3,0.125,llama8b_base,m,A_to_B,0.5729166666666666,0.14583333333333334,NaN
3,0.125,llama8b_base,m,B_to_A,0.5616071428571429,0.15,NaN
4,0.1562,llama8b_base,m,A_to_B,0.5947420634920635,0.11458333333333333,NaN
4,0.1562,llama8b_base,m,B_to_A,0.531607142857143,0.1375,NaN
5,0.1875,llama8b_base,m,A_to_B,0.5992063492063491,0.16666666666666666,NaN
5,0.1875,llama8b_base,m,B_to_A,0.5289285714285714,0.1625,NaN
6,0.2188,llama8b_base,m,A_to_B,0.59375,0.17708333333333334,NaN
6,0.2188,llama8b_base,m,B_to_A,0.46125,0.125,NaN
7,0.25,llama8b_base,m,A_to_B,0.6021825396825398,0.1875,NaN
7,0.25,llama8b_base,m,B_to_A,0.4983928571428572,0.0875,NaN
8,0.2812,llama8b_base,m,A_to_B,0.5905257936507936,0.125,NaN
8,0.2812,llama8b_base,m,B_to_A,0.4998214285714286,0.1125,NaN
9,0.3125,llama8b_base,m,A_to_B,0.6227678571428572,0.125,NaN
9,0.3125,llama8b_base,m,B_to_A,0.5648214285714286,0.15,NaN
10,0.3438,llama8b_base,m,A_to_B,0.6403769841269842,0.10416666666666667,NaN
10,0.3438,llama8b_base,m,B_to_A,0.6141071428571429,0.2,NaN
11,0.375,llama8b_base,m,A_to_B,0.6691468253968254,0.125,NaN
11,0.375,llama8b_base,m,B_to_A,0.6196428571428572,0.1625,NaN
12,0.4062,llama8b_base,m,A_to_B,0.7397073412698413,0.14583333333333334,NaN
12,0.4062,llama8b_base,m,B_to_A,0.7012499999999999,0.25,NaN
13,0.4375,llama8b_base,m,A_to_B,0.8981894841269842,0.3854166666666667,NaN
13,0.4375,llama8b_base,m,B_to_A,0.8528571428571429,0.3375,NaN
14,0.4688,llama8b_base,m,A_to_B,0.8820684523809523,0.3645833333333333,NaN
14,0.4688,llama8b_base,m,B_to_A,0.8467857142857143,0.2625,NaN
15,0.5,llama8b_base,m,A_to_B,0.9186507936507937,0.4583333333333333,NaN
15,0.5,llama8b_base,m,B_to_A,0.8882142857142856,0.3375,NaN
16,0.5312,llama8b_base,m,A_to_B,0.9138144841269842,0.5104166666666666,NaN
16,0.5312,llama8b_base,m,B_to_A,0.8739285714285714,0.4375,NaN
17,0.5625,llama8b_base,m,A_to_B,0.9056299603174603,0.4895833333333333,NaN
17,0.5625,llama8b_base,m,B_to_A,0.8867857142857143,0.3625,NaN
18,0.5938,llama8b_base,m,A_to_B,0.8995535714285714,0.4791666666666667,NaN
18,0.5938,llama8b_base,m,B_to_A,0.9064285714285715,0.5375,NaN
19,0.625,llama8b_base,m,A_to_B,0.9215029761904762,0.5520833333333334,NaN
19,0.625,llama8b_base,m,B_to_A,0.9048214285714286,0.4625,NaN
20,0.6562,llama8b_base,m,A_to_B,0.8973214285714286,0.53125,NaN
20,0.6562,llama8b_base,m,B_to_A,0.905,0.5125,NaN
21,0.6875,llama8b_base,m,A_to_B,0.921999007936508,0.5,NaN
21,0.6875,llama8b_base,m,B_to_A,0.9151785714285715,0.6375,NaN
22,0.7188,llama8b_base,m,A_to_B,0.916046626984127,0.5416666666666666,NaN
22,0.7188,llama8b_base,m,B_to_A,0.9353571428571429,0.5875,NaN
23,0.75,llama8b_base,m,A_to_B,0.9365079365079365,0.5625,NaN
23,0.75,llama8b_base,m,B_to_A,0.9314285714285714,0.65,NaN
24,0.7812,llama8b_base,m,A_to_B,0.9093501984126984,0.5520833333333334,NaN
24,0.7812,llama8b_base,m,B_to_A,0.9319642857142858,0.6625,NaN
25,0.8125,llama8b_base,m,A_to_B,0.9205109126984128,0.5729166666666666,NaN
25,0.8125,llama8b_base,m,B_to_A,0.9258928571428571,0.625,NaN
26,0.8438,llama8b_base,m,A_to_B,0.9301835317460317,0.6145833333333334,NaN
26,0.8438,llama8b_base,m,B_to_A,0.9353571428571428,0.6375,NaN
27,0.875,llama8b_base,m,A_to_B,0.9205109126984128,0.6145833333333334,NaN
27,0.875,llama8b_base,m,B_to_A,0.9466071428571429,0.725,NaN
28,0.9062,llama8b_base,m,A_to_B,0.9177827380952381,0.5520833333333334,NaN
28,0.9062,llama8b_base,m,B_to_A,0.9349999999999999,0.65,NaN
29,0.9375,llama8b_base,m,A_to_B,0.9296875,0.5833333333333334,NaN
29,0.9375,llama8b_base,m,B_to_A,0.9585714285714286,0.6625,NaN
30,0.9688,llama8b_base,m,A_to_B,0.9358878968253969,0.6354166666666666,NaN
30,0.9688,llama8b_base,m,B_to_A,0.9446428571428571,0.6,NaN
31,1.0,llama8b_base,m,A_to_B,0.9325396825396826,0.5625,NaN
31,1.0,llama8b_base,m,B_to_A,0.9367857142857143,0.675,NaN
