layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
0,0.0625,llama1b_inst,a,A_to_B,0.5487351190476191,0.10416666666666667,NaN
0,0.0625,llama1b_inst,a,B_to_A,0.53,0.1375,NaN
1,0.125,llama1b_inst,a,A_to_B,0.5636160714285714,0.125,NaN
1,0.125,llama1b_inst,a,B_to_A,0.5128571428571429,0.1,NaN
2,0.1875,llama1b_inst,a,A_to_B,0.5933779761904763,0.15625,NaN
2,0.1875,llama1b_inst,a,B_to_A,0.5441071428571428,0.1125,NaN
3,0.25,llama1b_inst,a,A_to_B,0.603546626984127,0.17708333333333334,NaN
3,0.25,llama1b_inst,a,B_to_A,0.5487500000000001,0.1375,NaN
4,0.3125,llama1b_inst,a,A_to_B,0.5796130952380952,0.22916666666666666,NaN
4,0.3125,llama1b_inst,a,B_to_A,0.5341071428571429,0.15,NaN
5,0.375,llama1b_inst,a,A_to_B,0.5853174603174602,0.125,NaN
5,0.375,llama1b_inst,a,B_to_A,0.5348214285714286,0.075,NaN
6,0.4375,llama1b_inst,a,A_to_B,0.6049107142857143,0.19791666666666666,NaN
6,0.4375,llama1b_inst,a,B_to_A,0.5158928571428572,0.0875,NaN
7,0.5,llama1b_inst,a,A_to_B,0.5926339285714286,0.14583333333333334,NaN
7,0.5,llama1b_inst,a,B_to_A,0.5658928571428572,0.1125,NaN
8,0.5625,llama1b_inst,a,A_to_B,0.6987847222222223,0.3229166666666667,NaN
8,0.5625,llama1b_inst,a,B_to_A,0.6598214285714286,0.225,NaN
9,0.625,llama1b_inst,a,A_to_B,0.7281746031746033,0.28125,NaN
9,0.625,llama1b_inst,a,B_to_A,0.7758928571428572,0.325,NaN
10,0.6875,llama1b_inst,a,A_to_B,0.6770833333333333,0.23958333333333334,NaN
10,0.6875,llama1b_inst,a,B_to_A,0.69625,0.2,NaN
11,0.75,llama1b_inst,a,A_to_B,0.7161458333333334,0.2604166666666667,NaN
11,0.75,llama1b_inst,a,B_to_A,0.8246428571428571,0.45,NaN
12,0.8125,llama1b_inst,a,A_to_B,0.6493055555555556,0.23958333333333334,NaN
12,0.8125,llama1b_inst,a,B_to_A,0.7053571428571429,0.3375,NaN
13,0.875,llama1b_inst,a,A_to_B,0.8260168650793651,0.4479166666666667,NaN
13,0.875,llama1b_inst,a,B_to_A,0.9342857142857143,0.5375,NaN
14,0.9375,llama1b_inst,a,A_to_B,0.7254464285714286,0.2708333333333333,NaN
14,0.9375,llama1b_inst,a,B_to_A,0.7326785714285715,0.275,NaN
15,1.0,llama1b_inst,a,A_to_B,0.7248263888888888,0.2604166666666667,NaN
15,1.0,llama1b_inst,a,B_to_A,0.7255357142857143,0.3125,NaN
