layer,norm_depth,model_key,act_type,condition,auroc_mean,auroc_std,acc_mean,acc_std
0,0.0625,llama1b_base,a,within_A,0.7839285714285714,0.038775090626086514,0.4,0.049999999999999996
1,0.125,llama1b_base,a,within_A,0.8053571428571427,0.02887671719427902,0.3875,0.046770717334674264
2,0.1875,llama1b_base,a,within_A,0.8776785714285713,0.015618621146907088,0.4625,0.0637377439199098
3,0.25,llama1b_base,a,within_A,0.9178571428571429,0.028599316746512445,0.575,0.10752906583803283
4,0.3125,llama1b_base,a,within_A,0.8866071428571429,0.011151782139997122,0.55,0.09999999999999999
5,0.375,llama1b_base,a,within_A,0.88125,0.027750482621285818,0.525,0.08477912478906585
6,0.4375,llama1b_base,a,within_A,0.9660714285714287,0.017313142347915457,0.8125,0.10458250331675945
7,0.5,llama1b_base,a,within_A,0.98125,0.01838505382319109,0.8375,0.1015504800579495
8,0.5625,llama1b_base,a,within_A,0.9866071428571429,0.011641432866433312,0.8375,0.049999999999999996
9,0.625,llama1b_base,a,within_A,0.9946428571428572,0.0071428571428571175,0.95,0.024999999999999998
10,0.6875,llama1b_base,a,within_A,0.9964285714285713,0.0033407655239052927,0.9375,0.03952847075210474
11,0.75,llama1b_base,a,within_A,1.0,0.0,0.9875,0.024999999999999998
12,0.8125,llama1b_base,a,within_A,0.9991071428571429,0.0017857142857142794,0.95,0.024999999999999998
13,0.875,llama1b_base,a,within_A,1.0,0.0,0.9375,0.03952847075210474
14,0.9375,llama1b_base,a,within_A,1.0,0.0,0.975,0.049999999999999996
15,1.0,llama1b_base,a,within_A,1.0,0.0,0.9375,0.03952847075210474
